========================================
14	20	0.576801
--------------
[0.5511417827528668, 0.5729382172471331]
[0.5479744536642982, 0.5879635463357017]
[0.5569669475116148, 0.5843790524883852]
[0.5693343689201268, 0.6053856310798732]
[0.547087027918889, 0.5951589720811111]
[0.5616779864937862, 0.5875480135062139]
[0.5444807770783365, 0.5853712229216635]
[0.5527167851552796, 0.5874092148447204]
[0.5696193646336606, 0.5860746353663394]
[0.5525458396329758, 0.5912241603670242]
[0.5700794189111656, 0.5926045810888344]
[0.5434375025857243, 0.5834424974142758]
[0.5340138593657233, 0.5695881406342767]
[0.5619001805623091, 0.587979819437691]
[0.5523995573204901, 0.5850984426795098]
[0.546617693389351, 0.5876883066106491]
[0.5474975994615805, 0.5896084005384195]
[0.5432269823603862, 0.5656290176396138]
[0.5657574310333668, 0.5926285689666331]
[0.5556248459718416, 0.5770591540281584]
[0.5613918397018203, 0.5882421602981798]
[0.5536657116846005, 0.5647942883153995]
[0.5430495747114391, 0.5656244252885608]
[0.5511674538769351, 0.578846546123065]
[0.573419927113913, 0.598938072886087]
[0.5647128438428834, 0.5907811561571166]
[0.558362527703028, 0.584767472296972]
[0.5377253902894779, 0.5786786097105221]
[0.5488333049057488, 0.5829886950942513]
[0.5650865056502621, 0.5922994943497379]
[0.5620780276081919, 0.589429972391808]
[0.561772268983758, 0.5875697310162421]
[0.5633440552753973, 0.5898159447246026]
[0.5514544590206351, 0.5733895409793649]
[0.5041786576617788, 0.5505893423382211]
[0.5751238930128896, 0.6020021069871103]
[0.5480520858634096, 0.5699859141365905]
[0.5259753027913137, 0.5631246972086863]
[0.5566262030632319, 0.5828437969367681]
[0.5632741804273664, 0.5794698195726335]
[0.559112525910039, 0.5859514740899611]
[0.5599340851563438, 0.5870359148436562]
[0.5695823808385023, 0.5972616191614977]
[0.559799962075343, 0.5817440379246569]
[0.5541466435144653, 0.5760313564855346]
[0.5720249555176049, 0.6133530444823951]
[0.562946372388873, 0.5891916276111271]
[0.581515392743285, 0.607868607256715]
[0.5620411171819463, 0.5879428828180536]
[0.560133607935229, 0.586196392064771]
[0.5635591400622199, 0.5906048599377801]
[0.5452167516395312, 0.5673252483604687]
[0.5621912783021848, 0.5884307216978152]
[0.5441803985225818, 0.5842136014774181]
[0.5299074018269624, 0.5506045981730375]
[0.5369529273467772, 0.5577630726532228]
[0.5684841502751188, 0.6070758497248812]
[0.5378847246815112, 0.5926192753184888]
[0.5680932290655067, 0.5942067709344934]
[0.5607774128510664, 0.6040885871489335]
[0.5558329741769901, 0.5825330258230099]
[0.5638282363004881, 0.6043257636995119]
[0.5473659022962651, 0.5870880977037349]
[0.54761567068039, 0.58212432931961]
[0.503618105288369, 0.5529118947116309]
[0.5199700448832333, 0.5573899551167668]
[0.5494018475549767, 0.5710461524450234]
[0.5337844434278459, 0.5744135565721541]
[0.5704160510283236, 0.5863939489716763]
[0.565604873449608, 0.591245126550392]
[0.5728776715392577, 0.5993023284607423]
[0.5716543866520787, 0.5976496133479212]
[0.5385712032088144, 0.5827027967911858]
[0.5620025892650163, 0.5881454107349836]
[0.5676705061505667, 0.5950794938494333]
[0.5478377389393992, 0.5906522610606008]
[0.5326203810995158, 0.5866896189004842]
[0.5546267871179686, 0.5942472128820313]
[0.55049545124131, 0.57756454875869]
[0.5427339873679777, 0.5815140126320222]
[0.5602416302286931, 0.582182369771307]
[0.5755476015671177, 0.6067163984328823]
[0.5664326503346533, 0.5925073496653468]
[0.5648228611097315, 0.5911711388902685]
[0.5541233109606407, 0.5753746890393592]
[0.5508186498447909, 0.5724453501552091]
[0.5526369096267841, 0.579339090373216]
[0.5605447595839388, 0.5880652404160611]
[0.5649504603245697, 0.5806875396754302]
[0.5523545490360404, 0.5868114509639595]
[0.5316120310710495, 0.5517619689289506]
[0.5485579782104015, 0.5821580217895985]
[0.5669522875510433, 0.5930737124489567]
[0.5652482404127472, 0.5912277595872528]
[0.5591015677911076, 0.5809244322088923]
[0.5606738577126196, 0.5870621422873805]
[0.5506174143165012, 0.5725945856834989]
[0.5225475678371453, 0.5598444321628547]
[0.576992782274562, 0.6165312177254381]
[0.5628509871408578, 0.5787670128591422]
[0.5413528559151378, 0.5775311440848622]
[0.5540045715388301, 0.5940494284611698]
[0.5496737535998641, 0.5765662464001358]
[0.5603620118679055, 0.5927079881320946]
[0.5705543517676175, 0.5974016482323825]
[0.5497555328968559, 0.5897024671031442]
[0.5573185595769911, 0.581181440423009]
[0.5336338253645689, 0.5743181746354311]
[0.5654937342248884, 0.5929142657751117]
[0.5287487686072734, 0.5494172313927266]
[0.5499913248656474, 0.5718446751343527]
[0.5522672975936693, 0.5741087024063307]
[0.5645186218702622, 0.5911073781297378]
[0.5204590785373354, 0.5418329214626646]
[0.5664234658786931, 0.5924885341213069]
[0.5686178986267445, 0.5912801013732556]
[0.5536441333759795, 0.5800678666240205]
[0.5551151640054816, 0.5949528359945185]
[0.552468531039844, 0.5926114689601562]
[0.5685055662658801, 0.59467443373412]
[0.5475927837405601, 0.5927252162594399]
[0.5474421993511233, 0.5883998006488768]
[0.5678687646476316, 0.5910612353523684]
[0.563432069003798, 0.589953930996202]
[0.5411781057767783, 0.5635578942232217]
[0.5570732030531442, 0.5832567969468558]
[0.5591648807142311, 0.5980551192857688]
[0.5714756252879316, 0.6038123747120685]
[0.5426348938545072, 0.5851611061454928]
[0.5681751491812213, 0.5937308508187789]
[0.5605864405499013, 0.5969395594500988]
[0.556256644998881, 0.579567355001119]
[0.5590160357732342, 0.5831079642267657]
[0.5570622473507119, 0.5941197526492881]
[0.5444377957151507, 0.5797082042848494]
[0.5474613135899898, 0.57576668641001]
[0.5538574746507688, 0.5807125253492312]
[0.5591077542910955, 0.5859582457089044]
[0.5549906483050122, 0.5764873516949878]
[0.5663047139324968, 0.5926152860675031]
[0.5601375153455757, 0.5837144846544244]
[0.576939129469682, 0.6027888705303182]
[0.5500978988647789, 0.5770941011352211]
[0.5602037550240855, 0.5862522449759144]
[0.5518877143418164, 0.5787422856581836]
[0.5598039552060685, 0.5889920447939314]
[0.5682829626300634, 0.5947430373699365]
[0.5695063693750974, 0.6005536306249027]
[0.5671657786015737, 0.5900782213984263]
[0.5711656933002575, 0.5874983066997425]
[0.532146300496235, 0.5532536995037649]
[0.5700317652069693, 0.5960622347930307]
[0.5345346725123321, 0.5680933274876678]
[0.5560530629930288, 0.5826969370069711]
[0.5385096590400954, 0.5744783409599047]
[0.5737039751804289, 0.599950024819571]
[0.5555034227279828, 0.5921205772720172]
[0.556090330720959, 0.582941669279041]
[0.5433837405151153, 0.5816902594848846]
[0.5614126810920457, 0.5875393189079543]
[0.5391228436518192, 0.5612271563481808]
[0.5678266952611123, 0.5906813047388878]
[0.5127692835212126, 0.5504467164787873]
[0.5725105843174592, 0.5996234156825409]
[0.5087488219893753, 0.5474211780106247]
[0.5390793846027433, 0.5602666153972566]
[0.5676060146848124, 0.5931019853151877]
[0.5684054970139484, 0.5943225029860516]
[0.5548259064517769, 0.5972000935482231]
[0.5683568830311543, 0.6082931169688457]
[0.5342662976158418, 0.5682957023841583]
[0.5573336896436957, 0.5685183103563044]
[0.545706303638444, 0.586335696361556]
[0.5442806249206876, 0.5710693750793124]
[0.565078215679316, 0.582417784320684]
[0.5663342683832474, 0.6052257316167525]
[0.5393742628196884, 0.5620497371803116]
[0.5739374233578165, 0.6007985766421835]
[0.5589669658256337, 0.5852910341743663]
[0.5666909207999149, 0.5838390792000852]
[0.551319144018945, 0.573710855981055]
[0.54775433676825, 0.5875216632317499]
[0.5658774914061745, 0.5922125085938256]
[0.5366414567951808, 0.5716505432048192]
[0.5406107744347417, 0.5632972255652582]
[0.5619495653105937, 0.5884604346894062]
[0.5587583119620775, 0.5799636880379225]
[0.5707263832181517, 0.5979556167818483]
[0.552321211893025, 0.5797867881069749]
[0.553812004834183, 0.5805279951658169]
[0.5536277567912221, 0.576008243208778]
[0.5532524279739923, 0.5932275720260076]
[0.5243529019537864, 0.5455090980462137]
[0.5315081526636174, 0.5704758473363827]
[0.5767761094868131, 0.603105890513187]
[0.5601370677820017, 0.5864409322179984]
[0.5748937834717028, 0.5967062165282971]
[0.5490296230835621, 0.5712723769164378]
[0.5649097587456585, 0.6028622412543415]
[0.5272330885800272, 0.5606789114199728]
[0.5572765938709483, 0.5843334061290517]
[0.5487369557497627, 0.5755790442502374]
[0.5381370763705327, 0.5676809236294673]
[0.5573323534363135, 0.5846456465636864]
[0.5525616723171033, 0.5925863276828968]
[0.5497901331246869, 0.5853898668753131]
[0.5503977150545517, 0.5724662849454484]
[0.567433854239929, 0.5836321457600709]
[0.568355550562585, 0.594444449437415]
[0.5703994153597923, 0.5878705846402076]
[0.5366128913314572, 0.5697191086685429]
[0.568513940497175, 0.5941460595028251]
[0.5608938012841497, 0.5873901987158504]
[0.5657482724743379, 0.5819337275256622]
[0.5546256399206626, 0.5813003600793374]
[0.5738161155101292, 0.6125998844898707]
[0.5564874263263855, 0.6090125736736145]
[0.579564929340917, 0.605185070659083]
[0.525421337981914, 0.559698662018086]
[0.5590945282113071, 0.591915471788693]
[0.5604879928391253, 0.5965580071608747]
[0.5685371711773295, 0.5851988288226706]
[0.5502082240466972, 0.5897537759533027]
[0.5483280369107815, 0.5898879630892184]
[0.5695444694630608, 0.5955555305369392]
[0.5503845291711215, 0.5771554708288785]
[0.5613754982137091, 0.5881405017862908]
[0.5581064437547691, 0.5976795562452308]
[0.5609545528091563, 0.5819234471908438]
[0.5506830634062376, 0.5723829365937623]
[0.5616025822033824, 0.5880554177966176]
[0.5687758705245249, 0.607572129475475]
[0.5522446625598092, 0.5787173374401908]
[0.5563409311782425, 0.5842030688217575]
[0.545390201124501, 0.5659057988754991]
[0.5474684909512118, 0.5978655090487883]
[0.5615421244691895, 0.5872558755308105]
[0.5646195629031828, 0.5911224370968172]
[0.5641004637792426, 0.5901455362207575]
[0.545534488224197, 0.567743511775803]
[0.5500747020135041, 0.568609297986496]
[0.5534352383119349, 0.5926627616880652]
[0.5664503524998428, 0.6069436475001573]
[0.536647407607802, 0.5596885923921979]
[0.5635058665284314, 0.5912521334715686]
[0.5577648760902818, 0.5837631239097183]
[0.5471091651277533, 0.5742368348722466]
[0.534441724887783, 0.575246275112217]
[0.5546026370248407, 0.5655973629751594]
[0.5725463962479936, 0.6122656037520063]
[0.5582843934009549, 0.585779606599045]
[0.5676588322075109, 0.5946211677924891]
[0.5626229225437792, 0.5740270774562207]
[0.5559168410432467, 0.5775911589567533]
[0.54413107829649, 0.5848809217035099]
[0.5620956584382383, 0.6049803415617617]
[0.5559999308477158, 0.5906880691522841]
[0.551795079669341, 0.6049329203306589]
[0.5555595362521489, 0.596410463747851]
[0.5399007224963492, 0.5805032775036507]
[0.5576628625160165, 0.5842111374839836]
[0.5173951349376343, 0.5551568650623656]
[0.534489984120073, 0.578256015879927]
[0.5571849903828966, 0.5967330096171034]
[0.5502227113096166, 0.5722812886903833]
[0.5504058743703115, 0.5722201256296884]
[0.5621984526650448, 0.5844035473349551]
[0.5723868832132728, 0.5897931167867272]
[0.5664757457097239, 0.5924382542902761]
[0.5572382590286984, 0.5834077409713017]
[0.5601242014080677, 0.5863997985919324]
[0.5535088570206004, 0.5751091429793995]
[0.563333367760423, 0.606506632239577]
[0.5525848961921463, 0.5892631038078536]
[0.5634037578896844, 0.6027802421103157]
[0.5571168548643414, 0.5841111451356585]
[0.5657133962914145, 0.5920286037085856]
[0.5466712694957542, 0.5886827305042458]
[0.5661000711257199, 0.5921379288742802]
[0.5591164406535776, 0.5952735593464225]
[0.5543158741119845, 0.5954401258880155]
[0.5709191447395761, 0.6093068552604239]
[0.5544780851977353, 0.5758799148022646]
[0.5520711341789301, 0.5741468658210699]
[0.5447339845123981, 0.584800015487602]
[0.5389851989862323, 0.5598468010137677]
[0.5567424663167351, 0.5834155336832649]
[0.5424825805798678, 0.5768634194201322]
[0.5478385146274873, 0.5702354853725127]
[0.5685512521726206, 0.6081647478273795]
[0.5603669032367701, 0.58718309676323]
[0.5519167115885807, 0.5786032884114193]
[0.5586640571046764, 0.5926839428953237]
[0.5445645861694974, 0.5663534138305026]
[0.5647206910169477, 0.6040353089830522]
[0.5310431807989096, 0.5698388192010904]
[0.5527326919942269, 0.579223308005773]
[0.5563345117436143, 0.5967474882563857]
[0.5650319900035006, 0.6054720099964994]
[0.5670985282318339, 0.603101471768166]
[0.5540922143990115, 0.5763317856009886]
[0.5513407067356946, 0.5779392932643055]
[0.5772359166493914, 0.5990220833506086]
[0.5662177462478936, 0.6059642537521065]
[0.5252149930187872, 0.5463530069812129]
[0.5426593210689612, 0.5851306789310389]
[0.5604247100195515, 0.5864512899804485]
[0.5400500007238681, 0.5802759992761318]
[0.5668769826282469, 0.6063170173717531]
[0.5281045631592649, 0.5615374368407351]
[0.5726537542498562, 0.5995222457501439]
[0.5683366305000919, 0.5944333694999082]
[0.5727001276733579, 0.5906398723266422]
[0.5701062519392022, 0.6057977480607979]
[0.5693837138612651, 0.580706286138735]
[0.5615256278612523, 0.5885003721387477]
[0.5334306561752612, 0.5543373438247389]
[0.5621426258836936, 0.5952773741163063]
[0.5321494287680386, 0.5661345712319614]
[0.5451481085369826, 0.5725158914630174]
[0.5593685718372635, 0.5863734281627365]
[0.55394980188752, 0.5761581981124799]
[0.5540579820287382, 0.5759540179712618]
[0.5652707209405508, 0.5813012790594492]
[0.5646088836391749, 0.590851116360825]
[0.5600513005429755, 0.5828066994570245]
[0.5579893390562132, 0.5852126609437869]
[0.5685135571074251, 0.5949724428925749]
[0.55345442669581, 0.5814355733041899]
[0.5625872179093322, 0.6021727820906678]
[0.5424655291216324, 0.5825664708783677]
[0.5544316291881305, 0.5925403708118696]
[0.5711317291020306, 0.6103902708979694]
[0.5591169518585506, 0.5853010481414493]
[0.5707690771308512, 0.5970149228691487]
[0.512449181887745, 0.551512818112255]
[0.5502870618760753, 0.5717289381239246]
[0.5615308744349742, 0.5893291255650258]
[0.5486813340536065, 0.5887826659463935]
[0.5402197299122746, 0.5806562700877254]
[0.5720795209828852, 0.5993464790171149]
[0.5611947704019503, 0.5876012295980496]
[0.5366544787745547, 0.5574235212254454]
[0.5677775159607528, 0.5942804840392473]
[0.5633962965171461, 0.6017857034828539]
[0.5679682195343796, 0.5944077804656205]
[0.5694382642115091, 0.6081857357884909]
[0.5334482757970372, 0.5737177242029629]
[0.5564716514898104, 0.5782063485101897]
[0.5667699086131613, 0.5830520913868386]
[0.5536875486995954, 0.5798164513004047]
[0.5634211312776157, 0.6069348687223842]
[0.5535457656780856, 0.5937722343219145]
[0.5501665842130699, 0.5614814157869301]
[0.536949961365145, 0.5581080386348551]
[0.5492031693001298, 0.5709368306998701]
[0.5699008852364076, 0.5862471147635924]
[0.5538674080623396, 0.5893645919376604]
[0.5697652470276986, 0.5859427529723014]
[0.552477079806639, 0.587916920193361]
[0.5542325000171701, 0.59398149998283]
[0.553647318639334, 0.575508681360666]
[0.5648306607106179, 0.6041633392893822]
[0.5587866008695009, 0.598349399130499]
[0.5716357906615167, 0.5977942093384833]
[0.5583394145815861, 0.5812925854184139]
[0.5497854021477362, 0.5837605978522638]
[0.5632461357743238, 0.5905858642256762]
[0.5608904284880055, 0.5878395715119945]
[0.5535627776362907, 0.5929212223637094]
[0.5670130898917181, 0.593702910108282]
[0.5401765365480402, 0.5810974634519599]
[0.5704564567041135, 0.5870595432958865]
[0.5442302989064741, 0.5790537010935258]
[0.5696882783317008, 0.5959977216682992]
[0.5540033511002369, 0.5941766488997631]
[0.5506827172035064, 0.5931192827964936]
[0.5851379511676945, 0.6110940488323054]
[0.5605172822399448, 0.5873007177600552]
[0.5573603296827947, 0.5785456703172054]
[0.5583585877918164, 0.5750714122081836]
[0.556530216744228, 0.5824477832557721]
[0.5226288871155866, 0.5557031128844134]
[0.5669304617327107, 0.5927815382672894]
[0.5435253004385657, 0.5705906995614344]
[0.5415757148189425, 0.5718142851810576]
[0.5660633316473008, 0.5920906683526991]
[0.5718828105636098, 0.6110971894363901]
[0.5488751565961938, 0.5708348434038062]
[0.5596032749783686, 0.5864627250216314]
[0.5678696949995484, 0.6075483050004516]
[0.5370485381084557, 0.5582574618915442]
[0.5627087757674963, 0.6030572242325037]
[0.5699532359180086, 0.5922867640819913]
[0.5512078308101135, 0.5777701691898866]
[0.5713144446133656, 0.5982075553866344]
[0.5584201189869653, 0.5983238810130347]
[0.5564800485925974, 0.5966859514074025]
[0.5594113576295342, 0.5915206423704659]
[0.5508855069258646, 0.5887684930741354]
[0.5662106198647282, 0.5889073801352719]
[0.56193128385353, 0.58825471614647]
[0.5456556859506901, 0.5678903140493098]
[0.5630725862189969, 0.5844234137810032]
[0.5502743122450743, 0.5868256877549257]
[0.5578213795902088, 0.5847826204097911]
[0.5640158013630967, 0.5874481986369033]
[0.5713807587777603, 0.5987032412222396]
[0.5588160741266615, 0.5852899258733386]
[0.5531669964742393, 0.5795810035257608]
[0.5397465909418384, 0.5602094090581615]
[0.5504537671020013, 0.5727502328979988]
[0.5685687054262707, 0.6073232945737292]
[0.5605580491387926, 0.5873699508612075]
[0.5590311004042522, 0.5908748995957479]
[0.5521030444185788, 0.5846529555814213]
[0.5668815902890034, 0.5832444097109966]
[0.5524884235983575, 0.5746435764016425]
[0.527547894745985, 0.5618201052540149]
[0.56958834511284, 0.59204165488716]
[0.5476992970933093, 0.5688707029066907]
[0.538816016317609, 0.561959983682391]
[0.5555793812272978, 0.5821446187727022]
[0.5523324706730659, 0.5743315293269342]
[0.5666727406084524, 0.5941032593915476]
[0.5584908574318728, 0.5927991425681272]
[0.5670561722459176, 0.6056858277540823]
[0.5706914902889852, 0.5976125097110148]
[0.5663013078205478, 0.5920526921794523]
[0.5626176616156379, 0.5897363383843622]
[0.5716318400445153, 0.5976081599554848]
[0.5498020753457346, 0.5902159246542654]
[0.5368193266291512, 0.5709446733708488]
[0.5466298484742329, 0.6003861515257671]
[0.5496544621740553, 0.5873675378259446]
[0.5525746447939724, 0.5931333552060275]
[0.5450235886046415, 0.5799304113953585]
[0.5618423937793947, 0.5885656062206054]
[0.5520033409701882, 0.5739906590298117]
[0.5405908564762021, 0.594233143523798]
[0.5591810082316071, 0.5858149917683928]
[0.5569623936578182, 0.5969296063421817]
[0.5640693597927314, 0.5795066402072685]
[0.5646015788049645, 0.5874424211950355]
[0.5443187246623585, 0.5856272753376414]
[0.5638337833369954, 0.5912742166630046]
[0.5509300060454958, 0.5771799939545041]
[0.5412790618302917, 0.5767169381697083]
[0.5454751901511258, 0.5803688098488743]
[0.5516482656477766, 0.5729217343522235]
[0.5606520407062348, 0.6010839592937653]
[0.5649087428294077, 0.5912492571705923]
[0.5703540592719177, 0.5973339407280823]
[0.5646676159026216, 0.5919403840973785]
[0.5592055660171371, 0.6017224339828628]
[0.5619000769700624, 0.5876499230299377]
[0.5515381863769274, 0.5732778136230726]
[0.5481835898715568, 0.5759784101284433]
[0.5565645399409802, 0.5834274600590197]
[0.569355542950125, 0.585636457049875]
[0.5682287712218969, 0.5954172287781031]
[0.5625376541495135, 0.5784883458504866]
[0.5526160717096164, 0.5803459282903837]
[0.5461118424437066, 0.5874981575562934]
[0.5669823955153424, 0.5933236044846577]
[0.5522626722103293, 0.5787493277896706]
[0.5657280950315244, 0.5822299049684756]
[0.5537093228541565, 0.5757786771458435]
[0.552141020310532, 0.573422979689468]
[0.5653922822893506, 0.5923797177106495]
[0.5564315452211954, 0.5839924547788047]
[0.5630135012433872, 0.5888444987566128]
[0.5277841829535184, 0.5774058170464815]
[0.5448477200173465, 0.5862082799826536]
[0.5380574346381843, 0.5728445653618157]
[0.570184412628821, 0.5927095873711791]
[0.549251702096281, 0.5854602979037189]
[0.5311656343874686, 0.5787123656125314]
[0.5706789124345206, 0.5965970875654794]
[0.5316293515396181, 0.552686648460382]
[0.5556222194629408, 0.5779457805370591]
[0.5672914384161921, 0.5936685615838079]
[0.5740141885781838, 0.6128838114218162]
[0.5625344301347275, 0.5887515698652726]
[0.570995014184426, 0.6127409858155739]
[0.5660688544089196, 0.5927091455910805]
[0.5421715264814244, 0.5771064735185756]
[0.5631095402602834, 0.5897884597397166]
[0.5590899986198459, 0.5988220013801542]
[0.5316188679334023, 0.5649791320665977]
[0.5560385025688053, 0.5771514974311946]
[0.5533796039942729, 0.580412396005727]
[0.5492717840713328, 0.5896242159286671]
[0.5339981821304531, 0.569183817869547]
[0.5536189885248421, 0.5952630114751578]
[0.5644026715949876, 0.5857693284050124]
[0.5627578084024851, 0.590044191597515]
[0.5583689423692524, 0.5976230576307475]
[0.5562163770505213, 0.5970716229494788]
[0.5496742352626378, 0.5719897647373622]
[0.5547353066361786, 0.5812426933638213]
[0.5492392312385124, 0.5902187687614877]
[0.5634715104072375, 0.6026304895927624]
[0.5580498120864879, 0.5901281879135121]
[0.5639606526238958, 0.5912033473761042]
[0.5268680990857898, 0.5608039009142102]
[0.5520172386187532, 0.5919767613812468]
[0.5547783272596456, 0.5974576727403544]
[0.5501348503696598, 0.5768611496303403]
[0.5749188041041536, 0.6010111958958463]
[0.5689900920232035, 0.5960719079767965]
[0.5531745866126272, 0.5795894133873729]
[0.5537114306165924, 0.5816685693834076]
[0.5608653093632896, 0.5875026906367105]
[0.5593252473222643, 0.5856687526777358]
[0.5690220054875953, 0.6080019945124048]
[0.5632735930703157, 0.5897224069296843]
[0.5374297743548913, 0.5790582256451087]
[0.5650440781152075, 0.5911259218847924]
[0.552217883979192, 0.5742921160208079]
[0.5474961375181608, 0.5859058624818392]
[0.5264311717454817, 0.5630968282545183]
[0.5696120002231089, 0.5860659997768911]
[0.552755222529928, 0.574932777470072]
[0.5564623085140777, 0.5827076914859223]
[0.5679713463699654, 0.5948726536300346]
[0.5577479303767754, 0.5976320696232247]
[0.5513257901482066, 0.5786042098517935]
[0.5603408309978118, 0.5838351690021882]
[0.5549733635733599, 0.5818366364266402]
[0.5573474475766639, 0.5845005524233361]
[0.5574609526135673, 0.5788710473864326]
[0.5700275422085481, 0.595568457791452]
[0.5470602514498504, 0.5740717485501496]
[0.5577070349914091, 0.598682965008591]
[0.5760638574605191, 0.6161121425394808]
[0.5442626033076099, 0.58420939669239]
[0.5653928305498269, 0.5879611694501731]
[0.5759947167812456, 0.6031752832187545]
[0.5415788339254544, 0.5725431660745457]
[0.5540584632724616, 0.5753255367275384]
[0.5743741586757628, 0.6014578413242372]
[0.5523290823635042, 0.5744169176364958]
[0.5551453877906821, 0.5741906122093178]
[0.5578937518420063, 0.5978082481579937]
[0.5163750883520327, 0.5631449116479673]
[0.5309150833111285, 0.5847309166888714]
[0.5643402740331985, 0.5909917259668015]
[0.5223424443879755, 0.5636295556120244]
[0.5500463324065864, 0.5928096675934137]
[0.5591073947328805, 0.5854366052671195]
[0.5526655379946984, 0.5794664620053015]
[0.5469160600917028, 0.5974919399082973]
[0.5670559600212871, 0.5941300399787129]
[0.5727836646410424, 0.6142143353589576]
[0.5664307117334503, 0.5940452882665498]
[0.5633479158772717, 0.6051640841227283]
[0.5557610631625499, 0.5825069368374501]
[0.5561607444278991, 0.577783255572101]
[0.5246413075099308, 0.5581406924900691]
[0.5421469441381852, 0.5824950558618147]
[0.5386831919859348, 0.5614088080140652]
[0.5545206851972264, 0.5808373148027737]
[0.5317923601075979, 0.5676816398924022]
[0.559741434737145, 0.5868685652628549]
[0.5549291950266056, 0.5659148049733943]
[0.5654481068731954, 0.5911998931268045]
[0.5591356551209151, 0.585990344879085]
[0.5590469473874545, 0.5809530526125454]
[0.5656370782642712, 0.5917109217357288]
[0.5476932299435595, 0.5817287700564404]
[0.5499554692551366, 0.5766805307448634]
[0.5452731047002886, 0.5740728952997114]
[0.5636658902458973, 0.5905121097541026]
[0.5475313165178087, 0.5859886834821914]
[0.5461434507529667, 0.5866005492470333]
[0.5664606388290103, 0.5893853611709896]
[0.5560469893688507, 0.5825170106311492]
[0.5736535173105171, 0.6132884826894829]
[0.5484666438555471, 0.5768253561444528]
[0.5592290671774134, 0.5863729328225866]
[0.5637523182004597, 0.5898596817995404]
[0.560556777902755, 0.5868732220972449]
[0.560939035780897, 0.5966649642191031]
[0.5667650008835741, 0.592536999116426]
[0.5619950484819163, 0.5888269515180837]
[0.5471200595218656, 0.5869939404781345]
[0.5221575758550455, 0.5563364241449545]
[0.5514377096937938, 0.5782382903062061]
[0.5589457467989711, 0.5851162532010288]
[0.560664259642737, 0.588359740357263]
[0.5642689654915934, 0.5913610345084065]
[0.5554502300856289, 0.5984617699143712]
[0.5579808435824483, 0.5852151564175518]
[0.5477736956423448, 0.5704823043576551]
[0.5545562541477878, 0.5760877458522122]
[0.5453350248175826, 0.5676089751824174]
[0.5529033456191532, 0.5942546543808467]
[0.5749165926162875, 0.6003534073837126]
[0.5578692510043224, 0.5902687489956777]
[0.5624420587549205, 0.5888299412450796]
[0.5785688873233688, 0.6198611126766314]
[0.528415535322301, 0.549960464677699]
[0.5578053369653657, 0.5969226630346343]
[0.5614772515067267, 0.6010747484932734]
[0.5684083922046885, 0.5944556077953114]
[0.5409187762128689, 0.5822392237871312]
[0.5631806475448234, 0.5790533524551765]
[0.5602033169117177, 0.5871006830882824]
[0.5563741592272679, 0.5780318407727322]
[0.5507577121546853, 0.5784242878453146]
[0.5733356282597619, 0.5996663717402382]
[0.5516175181463137, 0.5783884818536864]
[0.5616030498891971, 0.5878649501108029]
[0.5653222668000741, 0.5925257331999259]
[0.5586845488233708, 0.5915294511766293]
[0.5394111111016672, 0.5745728888983329]
[0.555189205233604, 0.5957447947663959]
[0.5754886532163659, 0.600905346783634]
[0.5463075662562056, 0.5872984337437943]
[0.5249820881637949, 0.5643979118362051]
[0.5728458467191244, 0.6001921532808756]
[0.5673672224644633, 0.5932507775355367]
[0.5713119737219153, 0.5885280262780846]
